priceDiff1,priceDiff2,priceDiff3,priceDiff4,priceDiff5,priceDiff6,priceDiff7,priceDiff8,priceDiff9,priceDiff10,priceDiff11,priceDiff12,priceDiff13,priceDiff14,priceDiff15,priceDiff16,priceDiff17,priceDiff18,priceDiff19,priceDiff20,priceDiff21,priceDiff22,priceDiff23,priceDiff24,priceDiff25,priceDiff26,priceDiff27,priceDiff28,priceDiff29,priceDiff30,priceDiff31,priceDiff32,priceDiff33,priceDiff34,priceDiff35,priceDiff36,priceDiff37,priceDiff38,priceDiff39,priceDiff40,priceDiff41,priceDiff42,priceDiff43,priceDiff44,priceDiff45,priceDiff46,priceDiff47,priceDiff48,priceDiff49,priceDiff50,priceDiff51,priceDiff52,priceDiff53,priceDiff54,priceDiff55,priceDiff56,priceDiff57,priceDiff58,priceDiff59,priceDiff60,priceDiff61,priceDiff62,priceDiff63,priceDiff64,priceDiff65,priceDiff66,priceDiff67,priceDiff68,priceDiff69,priceDiff70,priceDiff71,priceDiff72,priceDiff73,priceDiff74,priceDiff75,priceDiff76,priceDiff77,priceDiff78,priceDiff79,priceDiff80,priceDiff81,priceDiff82,priceDiff83,priceDiff84,priceDiff85,priceDiff86,priceDiff87,priceDiff88,priceDiff89,priceDiff90,Yi
-11.433215693,2.29289436,0.74733346,1.399480887,-1.216460374,2.359540177,1.796788949,-7.675967459,-2.70011856,2.80035856,0.457280515,-0.041024087,-0.415456428,4.729484992,-4.730104992,9.99999999749e-05,0.309060012,4.957663291,0.524275238,-2.37409518,-3.533063361,3.123601943,0.224361255,-0.907898311,-3.004304887,-2.196385627,0.582716357,-1.355583313,-2.929152238,1.332120128,0.026680277,3.818784754,-0.692116013,1.883355675,-1.97325757,1.97297757,0.500417509,-2.892913869,-1.738614111,0.538205686,2.84514693,-0.472872145,-0.029071357,-2.078145899,0.781162732,-0.632241732,-0.035673744,1.297292428,-0.421655524,-1.858470378,0.295672164,-0.052413785,-2.497775796,3.498370891,0.000139999999988,0.00124,-6.117842806,1.674360541,1.655469619,-0.890465747,1.15288963,1.365528453,-2.185715325,1.321121112,-0.378306328,-1.514244302,3.917125153,-0.557831423,3.051429034,-1.984003917,1.439245415,1.5762612,-3.516545309,-1.206839812,1.205764812,4.356987531,-4.357247531,-2.99999999811e-05,-2.422770251,2.423230251,-1.184215609,3.202905945,-2.018010336,-0.313091533,-0.703609831,-0.726533556,0.155649132,1.586915788,-3.160115987,-0.510860441,-3.226118198
1.927303969,-3.177704358,-1.340071586,-0.068873414,1.54132,2.571848505,-3.849428505,-0.21996,1.262958575,-1.405832791,-0.087992202,-1.94136865,1.671383093,0.457371975,-0.663746572,0.796221572,0.23652784,-0.10539284,-0.418297763,0.889614817,-0.471307054,0.36647638,1.277282362,-0.974723688,0.698036096,1.724294498,-0.37156554,-1.272840336,-0.599316331,-1.54155743,1.55041292,1.093041217,-0.105012957,-1.833587191,-0.467790534,0.472660534,2.53809,-1.947309223,-0.591860777,-0.508181877,0.134946506,0.748816228,0.43339048,1.404115718,-3.002975897,-0.833155356,1.336329742,0.286914456,1.632262722,-1.632422722,-1.16276503,1.27307003,-1.731446443,1.841401443,0.0,-4.174177783,-2.114794964,-0.91017395,8.040126697,-0.01347683,-0.40701317,0.938143908,0.422660314,-0.639294222,-1.19673,-0.556128661,0.610858661,-0.04985,3.050035933,-1.38453373,-1.307336143,-0.30831606,3.65493,0.2095,-1.809893262,0.952261129,0.225182133,-2.008139187,1.970471803,-0.542542616,0.123944463,-3.285322958,-2.569743595,6.06571209,0.36463,-0.998582233,0.785902233,-0.607535986,-0.767980772,-1.26320344,2.264609227
-0.00799999999998,1.546005569,-3.299285569,0.000169999999969,0.0707218920001,1.003388108,-0.095909514,-3.281151305,0.636140819,-2.834218237,-2.337165517,3.151383754,3.72058,4.328415403,-4.329285403,-2.687664729,2.688344729,0.370699913,1.16007436,-2.337982837,0.626818564,-1.106,3.370331159,-3.869141159,1.216733588,-3.201475424,0.154287888,1.931730041,-0.169514308,2.508722328,0.338717669,-0.517125497,-3.653768645,3.052581679,-1.653519319,-0.326131453,1.64448101,-2.275835235,1.158875678,-2.012183276,-0.045896396,1.439380466,0.408689206,0.963525139,0.690186188,-1.982617955,0.336576628,-4.41436295,4.41365295,3.929321846,-1.24369513,1.718776331,-4.403783047,2.615885844,-0.178853939,-2.685780922,3.740100015,0.71829534,-4.051071748,2.08488135,-0.268336505,-1.348539435,0.00599,-1.270388651,-0.053701349,-3.62734535,-1.09142967,-1.728260357,7.138895377,0.447751448,0.00189255100003,-5.437449479,0.587269155,2.223956639,1.142150792,-1.188342787,-0.304541491,1.089070178,-4.894949276,6.33284227,0.786612671,-0.546232045,-1.263733316,1.01550269,0.00216999999992,-1.125336881,3.46179152,-3.844779557,1.952508443,-0.221613525,-2.435232305
3.177703242,-1.577475826,-0.134270901,-1.044493844,0.755426325,-2.700829741,2.324573721,-0.457220169,-1.126930913,-0.40854732,3.944722282,0.880617682,4.382389951,-1.194279919,-0.901018202,-0.818327049,-1.464287209,1.438171704,1.08130525,0.692718293,2.834813178,1.229159113,2.48684645,0.117050913,3.213555729,-1.991762678,0.154276343,-0.572816552,-2.004567596,2.019063401,-0.998804483,1.130467691,-0.419948658,0.203278728,-0.104764409,1.644547999,-0.344048338,2.174585949,1.224346917,0.288725487,1.271711319,0.885904535,1.03058482,-4.310360191,-3.968882856,1.982730209,-0.678032868,1.291558547,-1.687472994,-0.371551819,-1.601704272,2.897406458,-1.608759645,0.737446199,-1.328525329,3.13158681,0.704955623,0.48092928,1.706731462,1.151931212,3.129062932,0.997768908,1.093476102,-0.605538607,0.156192536,-1.372624119,3.383450442,3.037945113,-0.393244694,-3.142932869,0.588888148,-1.508588479,-2.642064787,1.640919309,-0.25602139,-0.820011585,-1.228602227,1.60260695,-0.20712366,-1.876928745,-0.590264715,3.470909609,-1.853093492,-0.791936943,2.667841355,1.795550159,-1.138285513,-0.410143011,-3.123033394,-1.79564882,1.29499959
-2.593495973,-0.00324584700002,1.002534197,0.524046319,0.423522424,-0.950621264,-0.440688004,-0.774261566,-0.810117244,-2.454602502,0.391903296,-1.970442746,0.62057635,-0.136474262,-1.104207163,4.920316513,3.494517226,-3.917036062,1.876216037,-1.388384273,2.152098195,-4.294283143,-1.327284917,0.236052473,-3.365155317,2.977637396,-0.844676167,1.495111549,-0.89462467,0.267953355,-0.273704897,1.328109076,1.556493348,0.527121193,2.963653282,2.826262751,0.685693027,-2.9505546,0.965858649,0.899519236,-3.391074992,4.621523081,-2.470659891,1.653753194,0.036572483,1.237047765,2.029897504,3.12226503,-2.449985919,-0.139063533,0.208536662,4.456500209,0.742976356,2.251382982,1.493180228,-0.968806604,-3.814448055,1.698524088,-1.485110697,-12.455657776,-0.90570335,-2.42433665,-0.537177443,2.325353816,-5.437048111,1.934932474,0.664627324,5.721525791,-2.650714994,2.494281143,-0.695179018,-0.756182471,1.506941489,-2.105526644,-1.11900727,1.87435885,-1.3348394,-0.846695732,1.397947801,-2.21834919,-3.066292724,-0.720544585,-1.322890406,-1.489183258,0.287461716,-1.163354537,0.649371586,1.086542081,1.527131423,2.461313473,0.328335929
3.150031604,0.871273686,-0.433987028,-7.503678485,0.538413025,2.260673875,-2.377554627,-1.985652911,-3.065027771,4.626718409,0.000759999999957,0.000349999999969,0.00159000000008,-4.817983577,-1.027242602,5.851566179,-4.545822968,5.509047968,-0.970805,0.00738000000001,5.973538098,-5.975588098,0.044428834,-0.058362857,0.658191954,-0.641227931,-0.398049142,1.013872058,-0.148564482,-0.475458434,-2.571139649,1.327208903,-1.755679849,-2.742018332,-2.987421508,8.737000435,3.833877572,0.788965693,1.473264802,-2.167379713,0.902753499,-4.831171853,2.233241399,1.496867105,2.078750176,-0.331936153,-2.633470404,-0.415465611,-0.739705641,-2.749658344,1.052127473,-3.263872477,-0.892916401,-2.967823689,-0.975123652,-0.180356263,-1.588287815,-2.329094815,-0.199032316,-0.685347755,3.591405869,1.041403974,8.44956534,0.43757397,1.602695394,-2.036949364,1.211139592,-1.214969592,0.312263344,2.687451539,0.458720214,-0.704463666,-2.754991431,2.33110186,-0.561416769,-2.103723928,-1.059776994,1.394275831,1.826321912,1.635450527,-2.474576541,-0.977505898,0.545281634,0.899778564,-0.480145518,2.08252532,1.770552348,0.115848624,0.609737102,-5.544268074,-0.525249478
2.25188473,-0.00718000000001,-0.00556,3.141609924,1.679457224,-1.005729444,3.019270849,1.319539137,-8.12316769,5.286110209,1.796619103,-2.504697556,0.470553025,-4.964724781,2.233639972,-2.234119972,4.439070913,-4.437490913,-0.572182926,0.825370168,-0.13369803,-0.196229212,0.00177000000002,-2.756150903,4.041870903,3.707520243,-4.955180243,-0.13748,0.267483099,-1.253916085,0.620450391,-3.056094728,-3.21630672,6.969999043,-1.18417278,-0.805577369,-0.671280869,1.372706018,0.991341808,-0.149831808,-0.00704999999999,0.521458687,-0.981741174,-2.600051315,-1.808482006,2.795197944,-1.781511578,-2.495833736,0.180548939,1.030542574,4.305411665,0.068194575,-0.94285592,-1.774763774,0.135736585,-1.906393565,2.877340497,1.547901602,-0.6564,0.855424702,2.926564211,-2.366678913,-0.75504,-3.13846259,1.854210348,0.712063679,1.599867111,0.908124234,-1.526930366,-0.416612416,-2.898266511,1.998156511,1.34486918,0.387835851,-2.568125031,2.48215,0.000490000000013,4.451558779,0.061179977,-4.513038756,1.222205,-2.204444243,-0.258600757,-1.179456016,-0.438106203,4.737483278,1.170182434,-3.418788493,0.370625,-0.7492,0.430968627
2.547096945,-1.583015275,0.780518678,0.166452503,-0.093038098,-0.023352714,-0.812612274,-2.851908768,-0.605197729,0.385127725,4.641705952,-2.16693014,1.476089602,-0.178647167,1.11975476,-2.09953372,0.480307701,1.377553964,2.230249543,1.0611234,1.544003201,-4.837451144,-1.608047878,0.526736345,2.4708364,-1.386574867,-0.00341999999995,-0.873515,0.348490052,-0.86845391,0.2605905,-0.751051642,1.86682,-0.00137999999998,2.082669921,-3.948119921,1.85317,-1.438269649,0.541273888,0.223191355,-1.243692966,-1.428384444,2.691616275,1.075376539,3.540607667,-2.796316154,3.76001962,3.929007522,-3.213018481,-0.994976435,-4.677394737,0.554965666,0.967647672,-0.764682809,0.872065018,-2.032917915,2.784759395,1.573400792,-3.876757819,-1.455547898,-2.497801885,0.408366462,-1.624723459,5.16387678,1.068788787,1.131594188,3.090729191,-5.301592166,-3.279968681,2.604836016,0.479112942,-0.36241697,0.536606693,0.00193000000002,-0.205113436,-2.308043647,-2.05468537,0.47065038,-0.566254403,-3.270716223,2.243825143,4.148344282,-4.034851262,3.136089941,2.046245205,1.237046455,-2.307649556,-5.610963804,7.016596295,-1.354091766,-1.41756279
-0.503448845,-2.063980894,-1.895508363,3.958005399,-4.238484806,1.070463506,-0.36866203,2.528188307,0.383115911,-0.790296463,2.565377607,-3.664180989,1.176903418,-1.254218112,-0.168655485,1.228677391,-4.704267693,-4.844514961,-0.579672552,-0.653987305,-1.798645111,-0.172471578,1.693609982,0.474903617,0.60553441,-1.2507107,0.085882607,2.604703381,1.554524456,2.292519917,6.133673275,0.513679611,-0.895645408,0.371365797,-3.817498006,-1.639831723,-2.651462876,8.076212605,-2.671402992,2.5562608,-0.722258808,1.509621856,-0.533430856,-3.778023517,-1.922003084,0.570204755,-0.864461653,0.326660281,1.535609922,4.111943296,-1.810248605,1.800028605,-0.01402,-1.695528221,1.945055639,3.712545413,-0.742035217,-1.097889835,-2.140167779,2.619688677,-0.528147753,-0.693267809,-0.0791561940001,-0.779637222,1.511518872,-2.051667619,-0.014510952,1.758677968,2.756733103,0.621993102,-3.21589063,-1.942753543,-1.081044703,-0.065454034,1.687942795,-1.169214382,-1.280693992,0.455093615,1.402710701,-0.164998772,-2.431401272,-0.627308475,-2.622951351,0.755656186,2.276772197,-0.550487701,3.022812354,0.127725209,0.726174365,0.621289144,0.030946668
1.460578138,0.976804685,1.753753961,-1.222695185,-1.119064373,3.874468203,-1.088385922,-7.214109507,0.812533775,0.83246798,-4.26683748,2.401586401,-3.669076911,2.409306235,1.085330865,1.934907281,0.540262161,-1.79833354,0.706022231,0.064149696,-0.295728266,-2.494223327,0.485102899,0.713419598,-0.671150957,0.820577201,1.898656145,-2.758751987,2.583079954,0.663529483,-1.227546974,-2.195524468,0.979317055,1.260078642,-1.875023472,-0.08185022,-1.188041953,0.372913441,-2.764818229,0.499525591,3.06340115,1.098797711,-2.71766128,-0.324902763,2.132512189,-0.33157153,0.442169755,1.897838708,-2.19685279,3.009604786,1.397417106,-2.335114827,0.094771716,1.951065474,1.096395293,-5.197319548,2.186326515,2.738330901,2.540906141,-2.301632631,1.054031495,-0.993723472,0.08877872,-5.320687669,-1.698209614,-0.152821962,-2.022103727,-3.418081875,-4.143725719,0.060985979,-0.807496133,-0.012804154,0.951544188,-4.415715788,0.996192616,-0.787089976,-1.876549243,-0.930291082,-0.500349868,-0.580564193,-3.691878148,-0.767668189,-1.610402983,0.803867148,3.05123557,-3.589318169,2.043849842,1.177449269,2.544700246,-1.201739934,-1.492169382
-0.336835469,-1.088359083,3.267417445,1.383525755,-0.134659272,-2.880189371,-1.764801361,0.088912717,-0.076185935,0.015432098,1.747699776,-5.014132003,4.257582886,-0.410967384,1.579407384,-1.207573271,3.811452471,3.170006403,1.78242462,0.823234298,-1.507110447,1.440920233,-0.128453711,1.547911575,-2.181063597,-2.828442961,-1.51484409,-4.371481523,0.357029716,-5.165347909,-1.99270435,-3.107576739,-2.414642039,-1.436924047,13.755345368,-2.799870606,3.967710606,1.744480029,1.423133084,2.457388827,-0.438858812,-3.75859031,1.873828462,0.897576159,-5.366197439,-0.32419501,0.426570302,-2.435094617,0.10396955,2.228169775,2.812830223,-0.434777676,-1.739313508,-1.445460508,-3.604789076,-0.620556561,2.087279598,1.711933564,0.81584247,0.420711474,0.932203382,3.826725571,-3.918308953,0.0,0.0,0.0,0.1,-0.1,0.0,0.921833345,-2.305422185,-1.379240467,2.182753282,-0.264773975,0.234513398,-0.229823398,1.377366064,-1.682660738,0.301594674,2.047475176,0.162499202,-3.786189547,-2.714869641,4.29057481,-0.743015503,0.74884552,-0.81447122,0.321708814,-0.406289424,3.455601813,-0.253525748
-1.226571183,-4.490447599,9.843497087,-0.000579999999957,3.254481885,0.334388925,-3.58839081,-1.189863393,-0.461998595,-0.865907642,2.40478963,0.11293,5.99999999622e-05,-0.10727,0.10692,2.794952992,0.172260342,-1.230669756,0.833436601,2.661374813,-0.825739847,-3.991507804,-0.413737341,-0.710776821,0.710836821,0.829508006,-0.942578006,-0.764484411,0.764484411,0.05268,-0.05268,0.0,0.10515,-0.10515,-1.39615,1.08439487,-1.787960201,-0.793362568,-1.759170384,-0.357923019,1.003462307,-0.563938902,-1.16465211,-1.085965047,0.800286778,-2.198247139,6.215765415,-0.102835282,-0.563504718,0.0,0.0,0.0,0.0,0.66771,3.737154582,-4.071754582,-3.317765566,3.647475566,-0.000209999999981,1.521109832,-1.519619832,3.210713391,1.460638726,-1.52619814,-2.274249626,1.674972646,-0.389803422,-2.941387669,0.784364094,-3.509140912,3.511050912,2.111820746,-2.109210746,-1.154593394,-2.422100784,-0.777779816,3.356603994,2.09464622,-1.45217622,3.655671943,-1.405467124,2.473181751,-1.0927832,-3.62075337,-0.044232873,-0.631212127,0.168985,0.00126,-0.453549284,4.498182322,-3.494543038
-1.315186349,0.24154165,-0.127493423,1.199338122,-1.070758201,-0.488531468,-1.26652288,1.293792378,-1.287786581,-2.469898952,-0.048253727,-1.159330905,-0.97449579,-1.807599456,0.618860936,-1.49351898,-0.310116223,-0.259917991,-1.130953764,-2.094338263,1.43355385,1.02700127,-1.604570897,-0.092063837,13.478589481,-0.84911185,0.720964028,0.839357007,2.428410387,1.229494655,3.536339877,-0.586427632,0.278622838,-0.494652741,2.026107903,-0.83484502,-8.292699452,-1.698646891,-0.108754836,1.813841727,2.772650874,-1.632070874,-0.685868809,0.685868809,-0.86146,0.701225907,2.258490311,-2.098256218,-0.341390785,0.341390785,-0.85236,3.774789007,0.199619799,1.186442372,-5.159861178,0.85137,-0.86104,1.803593236,1.892407299,0.37418634,1.021787603,-5.342914478,-0.5931736,-1.750267168,2.147881023,0.418429938,-0.157630193,1.430097687,-1.433057687,1.927474795,-1.915244795,-2.332497581,2.304347581,-2.971679601,-2.150678344,-1.317018594,-1.510490633,-0.332962354,-1.405881935,3.343689027,-1.001176307,3.01587712,-2.003195326,-1.579419862,7.901016809,1.03199928,-0.339909224,0.749965673,3.301287695,-1.728292975,-2.194515807
-0.085308625,-0.47642892,0.165202803,-0.78704,-0.12453,-1.012496515,-0.342887928,-1.044442081,3.379656524,-0.169368376,0.757228376,0.844070068,-0.968480068,0.810220908,-0.810100908,-1.07896,-1.912894137,0.270688152,-0.390486664,1.430784654,-0.4068325,0.474904177,1.245763766,0.606690348,0.75953384,-1.206471636,0.577895467,-0.577985467,0.033675978,3.288551051,-0.283698107,0.721804114,-3.761963036,-1.014312647,-0.412491512,-1.929481733,3.356925892,1.727713845,-1.727763845,-1.373788155,1.374998155,-0.00137000000001,1.031201338,0.0968443,-1.234925638,-0.00221000000005,0.00286000000006,0.142356788,1.750977384,0.633717172,-1.056765067,-1.523448048,2.007584925,-1.390133154,0.0,-0.777864871,0.71578811,-0.059563239,0.12164,0.874269166,-1.170852499,-1.440505505,1.836288838,-1.219980675,1.219980675,0.0,-0.942709504,0.465529504,-0.550416897,0.59267788,-0.640547533,-0.735056318,2.280942868,-0.391405181,-1.331073941,-0.604010721,1.672267875,0.654461968,-0.00171,0.617046648,-0.616686648,-0.00018,0.015964475,-0.360758942,0.56103417,0.556115689,-0.507142072,-0.25788332,-1.473029848,0.659791092,0.811708756
-1.531141234,0.240292579,-0.141652352,0.141692352,-1.276241365,0.498778784,1.203867581,0.46608194,-0.226078146,-0.012324916,0.0537991,0.179012338,0.723224617,1.325593524,1.486153849,0.754984419,-5.176831725,0.441393018,-1.791303741,-1.65041982,0.085031213,-0.531398442,-0.458652241,-1.717680681,0.362356808,1.08969888,-0.34550257,-2.745127557,0.403595783,6.66632935,-0.53191,1.656933083,-2.772503083,0.993804133,2.530727924,3.883973024,2.893457847,0.526377509,-9.527260437,-0.45758,-2.467096749,0.888582838,-1.466483481,2.930442433,0.387414959,3.506288387,-3.321568387,0.138,2.52922788,-2.15386788,2.684283985,-2.689643985,0.0,0.897104472,-0.892364472,0.000135,1.273183349,0.726816775,-2.000025124,0.00018,0.202760607,-0.202510607,-0.41328,1.478395315,-1.749965315,0.67957,0.0,-1.391659419,0.438456326,0.268263093,-0.11013057,1.221565606,1.361094275,-1.787589311,-0.364739559,0.32493354,-0.644533981,1.298395571,-1.511900124,-0.198169318,-1.274869028,0.190889689,-0.290820324,0.681503534,1.744058105,-1.389738105,0.7554,1.123595957,0.426183366,-1.555189323,0.966908656
1.145751577,-0.793917365,-0.357614212,-1.237572601,2.095437106,-2.593356003,-1.083927309,1.614568522,1.148650285,0.825572791,-0.818282791,3.849465932,-0.442595582,0.441995072,0.48877838,-4.343513802,1.096352061,0.671259046,-0.349530906,1.737784147,0.221239524,1.761382916,2.045107363,-7.181624151,0.00500511399997,3.967802344,-0.541051759,0.569194935,0.0408841939999,2.651678733,-1.716294317,-3.751397057,-2.825271641,1.696397772,-0.0912983179999,-0.00799000000006,-0.219862125,-2.911729711,-1.213049283,4.343501119,1.82927192,-1.81965192,-0.00231000000002,-2.718105668,2.137520807,0.705996423,-0.256595893,-3.093593378,3.226227709,1.756759277,1.933537993,3.585373053,-2.405164178,0.40102662,-5.273422765,-0.979921574,-1.328631098,2.729811851,0.32205158,-1.301280689,-3.214478848,-0.275544047,-1.284433643,5.332616468,1.648775038,-1.655655038,-1.797100449,0.534111645,1.858089129,-2.170230546,0.49047288,-2.941882769,4.02793011,-1.998838507,-0.834398709,-1.298028584,1.400517515,2.237080273,3.069787578,-0.433580227,-2.141379339,1.543212061,3.030112999,-4.56738506,-2.016668774,-0.091017532,2.106456306,0.860323976,-1.85903135,0.103377787,-2.141007598
